No,선수명,포지션,등번호,출전시간(분),득점,도움,슈팅,유효 슈팅,차단된슈팅,벗어난슈팅,PA내 슈팅,PA외 슈팅,오프사이드,프리킥,코너킥,스로인,드리블 시도,드리블 성공,패스 시도,패스 성공,키패스,전방 패스 시도,전방 패스 성공,후방 패스 시도,후방 패스 성공,횡패스 시도,횡패스 성공,공격지역패스 시도,공격지역패스 성공,수비지역패스 시도,수비지역패스 성공,중앙지역패스 시도,중앙지역패스 성공,롱패스 시도,롱패스 성공,중거리패스 시도,중거리패스 성공,숏패스 시도,숏패스 성공,크로스 시도,크로스 성공,경합 지상 시도,경합 지상 성공,경합 공중 시도,경합 공중 성공,태클 시도,태클 성공,클리어링,인터셉트,차단,획득,블락,볼미스,파울,피파울,경고,퇴장,대회년도,대회명,팀명,경기명,라운드,상대팀명
3,고명석,DF,6,98,0,0,1,0,1,0,1,0,0,1,0,1,0,0,61,49,0,37,27,7,7,17,15,4,2,21,15,36,32,11,7,29,25,21,17,1,0,3,2,7,6,3,1,5,2,6,7,6,1,0,0,0,0,2024,하나은행 K리그1,대구,37R / 전북(A),37R , 전북(A)
4,카이오,DF,4,98,0,0,2,0,0,2,1,1,0,0,0,0,0,0,36,31,1,15,10,4,4,17,17,1,1,14,12,21,18,5,2,20,18,11,11,0,0,2,0,7,4,5,2,6,2,2,4,0,1,0,0,0,0,2024,하나은행 K리그1,대구,37R / 전북(A),37R , 전북(A)
5,황재원,MF,2,98,1,0,4,1,1,2,1,3,0,1,0,2,1,1,56,49,0,13,6,26,26,17,17,6,6,11,8,39,35,5,4,19,17,32,28,2,0,5,0,3,3,6,2,6,2,0,10,1,0,0,0,0,0,2024,하나은행 K리그1,대구,37R / 전북(A),37R , 전북(A)
6,홍철,MF,33,98,0,0,0,0,0,0,0,0,0,4,4,10,0,0,51,44,3,23,17,16,16,12,11,13,12,11,9,27,23,3,3,18,13,30,28,10,4,4,3,0,0,5,1,2,1,2,10,0,3,0,2,0,0,2024,하나은행 K리그1,대구,37R / 전북(A),37R , 전북(A)
7,이찬동,MF,8,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,5,4,4,4,11,11,1,1,4,4,15,14,2,2,11,10,7,7,0,0,2,0,5,3,3,2,2,0,1,6,1,0,0,0,0,0,2024,하나은행 K리그1,대구,37R / 전북(A),37R , 전북(A)
8,장성원,MF,22,76,0,0,0,0,0,0,0,0,0,0,0,6,0,0,23,19,0,11,8,6,6,6,5,1,1,7,6,15,12,4,3,7,5,12,11,2,0,0,0,0,0,2,0,5,0,0,5,1,1,1,0,0,0,2024,하나은행 K리그1,대구,37R / 전북(A),37R , 전북(A)
9,정치인,FW,32,98,0,0,2,0,0,2,0,2,0,0,0,0,2,1,11,6,0,5,0,2,2,4,4,4,3,2,0,5,3,0,0,2,1,9,5,6,0,3,1,4,0,1,0,1,0,0,6,1,2,0,1,0,0,2024,하나은행 K리그1,대구,37R / 전북(A),37R , 전북(A)
10,정재상,FW,18,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,0,3,2,1,1,2,1,2,1,1,1,0,0,0,0,5,3,0,0,3,0,1,1,3,0,0,0,0,2,1,0,1,0,0,0,2024,하나은행 K리그1,대구,37R / 전북(A),37R , 전북(A)
11,바셀루스,FW,99,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,4,2,6,6,3,2,1,1,1,0,11,9,2,2,6,5,5,3,2,0,1,1,0,0,2,0,0,0,3,3,0,1,0,1,0,0,2024,하나은행 K리그1,대구,37R / 전북(A),37R , 전북(A)
12,박세진,대기,14,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,10,1,3,2,4,4,4,4,5,5,2,1,4,4,0,0,1,0,10,10,3,1,0,0,2,0,2,0,0,0,2,9,2,1,0,0,0,0,2024,하나은행 K리그1,대구,37R / 전북(A),37R , 전북(A)
13,김영준,대기,19,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,대구,37R / 전북(A),37R , 전북(A)
14,고재현,대기,10,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,대구,37R / 전북(A),37R , 전북(A)
15,박재현,대기,29,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,대구,37R / 전북(A),37R , 전북(A)
16,한태희,대기,31,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,대구,37R / 전북(A),37R , 전북(A)
17,에드가,대기,9,52,0,0,1,0,0,1,1,0,0,0,0,0,1,1,8,4,0,1,0,4,3,3,1,2,1,0,0,6,3,0,0,2,0,6,4,0,0,1,1,6,5,0,0,0,0,0,3,0,0,1,1,0,0,2024,하나은행 K리그1,대구,37R / 전북(A),37R , 전북(A)
18,김진혁,대기,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2,2,2,2,1,1,1,1,3,3,1,1,1,1,2,2,2,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,2024,하나은행 K리그1,대구,37R / 전북(A),37R , 전북(A)
19,이용래,대기,74,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,5,4,2,2,1,1,2,1,1,1,5,5,2,2,1,1,5,4,0,0,0,0,1,1,1,0,0,0,0,4,0,0,1,0,0,0,2024,하나은행 K리그1,대구,37R / 전북(A),37R , 전북(A)
20,요시노,대기,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0,6,3,5,5,6,6,3,3,1,1,13,10,1,1,5,4,11,9,1,1,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,2024,하나은행 K리그1,대구,37R / 전북(A),37R , 전북(A)
1,오승훈,GK,21,101,0,0,0,0,0,0,0,0,0,4,0,0,0,0,30,17,0,20,7,0,0,10,10,0,0,29,17,1,0,17,5,8,8,5,4,0,0,0,0,0,0,1,0,2,1,0,10,0,0,0,0,0,0,2024,하나은행 K리그1,대구,38R / 인천(H),38R , 인천(H)
2,카이오,DF,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,0,6,4,0,0,7,7,0,0,8,7,5,4,1,1,7,6,5,4,0,0,2,1,2,1,1,0,1,0,1,4,2,0,0,0,0,0,2024,하나은행 K리그1,대구,38R / 인천(H),38R , 인천(H)
3,박진영,DF,40,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,32,0,17,13,1,1,19,18,1,0,19,17,17,15,5,3,23,21,9,8,0,0,0,0,4,3,2,0,3,2,0,3,2,0,1,0,0,0,2024,하나은행 K리그1,대구,38R / 인천(H),38R , 인천(H)
4,이원우,DF,15,101,0,0,1,0,0,1,1,0,0,0,0,0,0,0,60,53,0,34,27,4,4,22,22,0,0,27,24,33,29,8,3,19,19,33,31,1,1,4,4,2,1,2,0,4,2,7,9,1,0,0,0,0,0,2024,하나은행 K리그1,대구,38R / 인천(H),38R , 인천(H)
5,박재현,MF,29,101,1,0,3,3,0,0,1,2,0,1,2,11,1,1,55,43,1,22,11,17,16,16,16,8,6,18,11,29,26,2,1,18,14,35,28,3,1,1,0,1,0,2,1,0,1,3,12,4,0,0,1,0,0,2024,하나은행 K리그1,대구,38R / 인천(H),38R , 인천(H)
6,장성원,MF,22,47,0,0,0,0,0,0,0,0,0,0,0,4,0,0,20,14,0,10,6,3,3,7,5,2,2,11,7,7,5,5,2,1,1,14,11,1,0,0,0,0,0,2,0,1,0,0,4,0,1,0,0,0,0,2024,하나은행 K리그1,대구,38R / 인천(H),38R , 인천(H)
7,이찬동,MF,8,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,0,9,5,6,5,6,6,6,5,5,5,10,6,2,1,5,4,14,11,0,0,0,0,4,3,2,1,0,0,0,5,3,1,0,1,0,0,2024,하나은행 K리그1,대구,38R / 인천(H),38R , 인천(H)
8,이용래,MF,74,101,0,0,2,1,0,1,1,1,0,2,2,0,0,0,47,38,0,25,16,12,12,10,10,6,5,10,7,31,26,4,2,15,11,28,25,4,1,2,1,2,2,1,0,0,0,2,14,0,0,1,0,0,0,2024,하나은행 K리그1,대구,38R / 인천(H),38R , 인천(H)
9,김영준,FW,19,54,0,0,1,0,1,0,1,0,0,0,0,1,1,1,12,10,0,3,1,8,8,1,1,1,0,1,1,10,9,0,0,6,6,6,4,1,0,1,0,10,2,3,0,0,0,0,1,0,0,1,2,0,0,2024,하나은행 K리그1,대구,38R / 인천(H),38R , 인천(H)
10,고재현,FW,10,101,0,0,2,0,2,0,1,1,1,2,1,1,0,0,22,20,2,4,4,9,8,9,8,9,8,4,3,9,9,1,1,1,1,20,18,5,1,1,0,3,0,2,0,1,4,0,5,6,1,0,1,0,0,2024,하나은행 K리그1,대구,38R / 인천(H),38R , 인천(H)
11,정치인,FW,32,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,6,4,1,0,6,5,1,1,3,2,9,6,0,0,3,1,10,8,0,0,0,0,5,2,2,0,1,1,0,4,1,1,0,1,0,0,2024,하나은행 K리그1,대구,38R / 인천(H),38R , 인천(H)
12,김현준,대기,45,54,0,0,0,0,0,0,0,0,0,0,0,3,1,0,28,18,0,10,4,9,9,9,5,7,4,0,0,21,14,2,1,14,8,12,9,4,0,0,0,1,1,1,1,4,0,3,8,0,0,1,0,0,0,2024,하나은행 K리그1,대구,38R / 인천(H),38R , 인천(H)
13,박세진,대기,14,54,0,0,3,2,0,1,3,0,0,1,0,1,0,0,19,18,0,4,3,8,8,7,7,7,6,1,1,11,11,1,0,4,4,14,14,1,0,3,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2024,하나은행 K리그1,대구,38R / 인천(H),38R , 인천(H)
14,김정현,대기,44,36,0,0,1,1,0,0,0,1,0,0,0,0,0,0,34,28,0,13,9,10,10,11,9,7,5,5,4,22,19,4,1,16,15,14,12,2,0,0,0,1,0,3,2,0,1,2,9,1,0,1,1,0,0,2024,하나은행 K리그1,대구,38R / 인천(H),38R , 인천(H)
15,정재상,대기,18,47,0,0,2,1,1,0,2,0,0,0,0,0,0,0,9,7,0,3,3,3,2,3,2,5,3,0,0,4,4,0,0,2,2,7,5,2,1,1,1,4,0,1,0,0,0,0,1,1,0,0,0,0,0,2024,하나은행 K리그1,대구,38R / 인천(H),38R , 인천(H)
16,김진혁,대기,7,54,0,0,2,0,0,2,0,2,0,1,0,0,0,0,29,26,0,15,12,5,5,9,9,0,0,9,9,20,17,3,3,11,10,15,13,0,0,0,0,3,2,0,0,3,0,2,5,1,1,0,2,0,0,2024,하나은행 K리그1,대구,38R / 인천(H),38R , 인천(H)
17,손승민,대기,25,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,대구,38R / 인천(H),38R , 인천(H)
18,한태희,대기,31,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,대구,38R / 인천(H),38R , 인천(H)
19,안창민,대기,3,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,대구,38R / 인천(H),38R , 인천(H)
20,황재원,대기,2,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,대구,38R / 인천(H),38R , 인천(H)
1,이범수,GK,25,102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,12,0,13,10,0,0,2,2,0,0,15,12,0,0,5,2,7,7,3,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2024,하나은행 K리그1,인천,1R / 수원FC(H),1R , 수원FC(H)
2,오반석,DF,4,94,0,0,0,0,0,0,0,0,0,2,0,1,0,0,63,60,0,33,30,6,6,24,24,5,5,16,16,42,39,1,0,26,24,36,36,0,0,3,1,5,4,1,0,7,5,1,5,4,0,1,1,1,0,2024,하나은행 K리그1,인천,1R / 수원FC(H),1R , 수원FC(H)
3,권한진,DF,55,102,0,0,0,0,0,0,0,0,0,2,0,0,0,0,62,59,0,17,14,2,2,43,43,0,0,16,14,46,45,1,0,31,31,30,28,0,0,2,1,6,2,1,1,14,3,0,9,1,0,1,1,0,0,2024,하나은행 K리그1,인천,1R / 수원FC(H),1R , 수원FC(H)
4,김동민,DF,47,102,0,0,1,1,0,0,0,1,0,1,0,0,0,0,78,65,0,41,29,3,3,34,33,8,7,11,9,59,49,11,2,26,23,41,40,5,2,2,1,1,0,1,0,6,3,1,7,1,0,0,0,0,0,2024,하나은행 K리그1,인천,1R / 수원FC(H),1R , 수원FC(H)
5,음포쿠,MF,40,84,0,0,0,0,0,0,0,0,0,2,0,0,0,0,94,80,0,42,30,16,16,36,34,26,24,4,3,64,53,4,2,32,28,58,50,2,1,1,0,4,2,3,0,0,3,4,12,1,1,0,1,0,0,2024,하나은행 K리그1,인천,1R / 수원FC(H),1R , 수원FC(H)
6,이명주,MF,5,102,0,0,0,0,0,0,0,0,0,0,7,0,0,0,85,80,2,31,27,8,8,46,45,21,20,6,6,58,54,8,6,29,27,48,47,8,2,0,0,1,0,2,1,2,4,1,10,2,1,0,1,0,0,2024,하나은행 K리그1,인천,1R / 수원FC(H),1R , 수원FC(H)
7,홍시후,MF,37,63,0,0,0,0,0,0,0,0,0,0,0,6,0,0,24,19,0,7,5,9,8,8,6,8,7,2,2,14,10,3,2,3,2,18,15,5,0,1,1,2,1,1,1,1,0,3,3,1,0,1,0,1,0,2024,하나은행 K리그1,인천,1R / 수원FC(H),1R , 수원FC(H)
8,최우진,MF,14,63,0,0,1,0,0,1,0,1,0,0,1,8,0,0,36,30,0,9,5,15,15,12,10,13,10,7,5,16,15,3,2,8,6,25,22,4,0,0,0,2,1,0,0,1,0,1,5,0,0,0,0,0,0,2024,하나은행 K리그1,인천,1R / 수원FC(H),1R , 수원FC(H)
9,무고사,FW,9,102,0,0,3,2,0,1,1,2,0,0,0,0,1,0,23,18,0,10,7,10,8,3,3,14,11,1,0,8,7,1,1,6,6,16,11,1,0,2,0,3,1,1,1,0,0,0,7,1,0,1,0,0,0,2024,하나은행 K리그1,인천,1R / 수원FC(H),1R , 수원FC(H)
10,박승호,FW,77,84,0,0,2,1,1,0,0,2,0,1,0,0,0,0,27,19,0,8,3,10,8,9,8,16,10,0,0,11,9,1,0,8,6,18,13,1,0,1,0,4,1,1,1,2,1,0,6,4,1,1,2,0,0,2024,하나은행 K리그1,인천,1R / 수원FC(H),1R , 수원FC(H)
11,제르소,FW,11,102,0,0,1,0,0,1,1,0,0,0,0,0,0,0,27,25,1,7,6,11,11,9,8,19,17,0,0,8,8,0,0,4,4,23,21,4,0,2,1,0,0,2,2,0,1,1,5,0,3,1,2,1,0,2024,하나은행 K리그1,인천,1R / 수원FC(H),1R , 수원FC(H)
12,김연수,대기,3,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,인천,1R / 수원FC(H),1R , 수원FC(H)
13,송시우,대기,19,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,인천,1R / 수원FC(H),1R , 수원FC(H)
14,민성준,대기,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,인천,1R / 수원FC(H),1R , 수원FC(H)
15,요니치,대기,82,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,인천,1R / 수원FC(H),1R , 수원FC(H)
16,문지환,대기,6,18,0,0,1,1,0,0,0,1,0,0,0,0,0,0,8,7,0,0,0,3,2,5,5,2,1,2,2,4,4,0,0,3,3,5,4,0,0,0,0,3,3,0,0,1,0,1,2,1,0,0,0,0,0,2024,하나은행 K리그1,인천,1R / 수원FC(H),1R , 수원FC(H)
17,정동윤,대기,23,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,17,0,2,2,7,7,8,8,9,9,0,0,8,8,1,1,5,5,11,11,4,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,2024,하나은행 K리그1,인천,1R / 수원FC(H),1R , 수원FC(H)
18,지언학,대기,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,1,1,1,0,0,0,0,0,0,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2024,하나은행 K리그1,인천,1R / 수원FC(H),1R , 수원FC(H)
19,김성민,대기,26,39,0,0,0,0,0,0,0,0,0,0,0,6,0,0,29,27,0,6,5,14,14,9,8,14,12,2,2,13,13,1,1,3,3,25,23,3,1,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,2024,하나은행 K리그1,인천,1R / 수원FC(H),1R , 수원FC(H)
20,천성훈,대기,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,1,1,3,3,3,2,3,3,0,0,4,3,0,0,1,0,6,6,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2024,하나은행 K리그1,인천,1R / 수원FC(H),1R , 수원FC(H)
1,이범수,GK,25,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,10,0,11,5,0,0,5,5,0,0,16,10,0,0,10,4,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2024,하나은행 K리그1,인천,2R / 서울(A),2R , 서울(A)
2,요니치,DF,82,99,0,0,0,0,0,0,0,0,0,4,0,0,0,0,67,63,0,28,25,1,1,38,37,1,0,25,25,41,38,7,5,28,28,32,30,0,0,1,1,3,2,1,1,12,3,2,9,1,0,2,0,0,0,2024,하나은행 K리그1,인천,2R / 서울(A),2R , 서울(A)
3,김연수,DF,3,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,60,0,33,28,10,10,22,22,4,3,26,24,35,33,2,1,24,23,39,36,0,0,1,0,2,1,2,0,5,3,3,8,5,0,1,2,1,0,2024,하나은행 K리그1,인천,2R / 서울(A),2R , 서울(A)
4,오반석,DF,4,99,0,0,0,0,0,0,0,0,1,2,0,0,0,0,37,27,1,20,13,6,6,11,8,5,2,7,6,25,19,8,3,13,11,16,13,0,0,0,0,3,1,0,0,4,1,1,6,2,0,0,0,0,0,2024,하나은행 K리그1,인천,2R / 서울(A),2R , 서울(A)
5,정동윤,MF,23,99,0,0,1,1,0,0,1,0,0,0,0,8,0,0,41,35,0,19,14,10,10,12,11,19,17,9,7,13,11,1,1,12,9,28,25,0,0,1,1,2,2,2,0,3,1,1,7,0,3,2,1,0,0,2024,하나은행 K리그1,인천,2R / 서울(A),2R , 서울(A)
6,홍시후,MF,37,99,0,0,1,0,0,1,1,0,0,0,0,13,0,0,39,34,0,11,8,16,16,12,10,7,4,6,6,26,24,1,0,8,6,30,28,7,1,3,3,1,1,5,1,3,0,3,7,2,2,1,1,0,0,2024,하나은행 K리그1,인천,2R / 서울(A),2R , 서울(A)
7,음포쿠,MF,40,99,0,0,1,0,1,0,0,1,0,6,0,0,1,1,56,47,2,27,18,11,11,18,18,6,5,10,9,40,33,10,5,8,8,38,34,2,0,0,0,4,3,7,3,3,0,0,10,1,0,0,2,0,0,2024,하나은행 K리그1,인천,2R / 서울(A),2R , 서울(A)
8,이명주,MF,5,99,0,0,1,0,0,1,0,1,0,3,6,0,0,0,52,43,2,19,12,18,18,15,13,8,7,13,11,31,25,4,2,13,11,35,30,8,1,0,0,0,0,4,2,2,1,4,9,3,0,0,1,0,0,2024,하나은행 K리그1,인천,2R / 서울(A),2R , 서울(A)
9,무고사,FW,9,71,0,0,2,1,1,0,1,1,0,0,0,0,2,1,5,4,0,1,0,1,1,3,3,0,0,1,1,4,3,0,0,0,0,5,4,0,0,1,0,4,1,0,0,1,0,0,4,0,1,0,1,0,0,2024,하나은행 K리그1,인천,2R / 서울(A),2R , 서울(A)
10,박승호,FW,77,99,0,0,5,1,0,4,3,2,0,0,0,0,1,1,27,20,0,7,2,11,11,9,7,4,1,4,3,19,16,0,0,5,3,22,17,0,0,3,1,4,1,4,0,3,0,1,12,1,0,0,1,0,0,2024,하나은행 K리그1,인천,2R / 서울(A),2R , 서울(A)
11,김성민,FW,26,83,0,0,1,1,0,0,1,0,1,0,0,0,0,0,16,12,1,6,3,6,6,4,3,7,6,0,0,9,6,0,0,3,3,13,9,3,0,1,0,1,0,0,0,0,1,2,8,1,0,1,2,0,0,2024,하나은행 K리그1,인천,2R / 서울(A),2R , 서울(A)
12,천성훈,대기,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,2,1,2,2,0,0,0,0,4,3,0,0,0,0,4,3,0,0,2,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,2024,하나은행 K리그1,인천,2R / 서울(A),2R , 서울(A)
13,김현서,대기,33,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,인천,2R / 서울(A),2R , 서울(A)
14,지언학,대기,22,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,인천,2R / 서울(A),2R , 서울(A)
15,김건희,대기,2,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,인천,2R / 서울(A),2R , 서울(A)
16,김동민,대기,47,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,인천,2R / 서울(A),2R , 서울(A)
17,백민규,대기,21,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,인천,2R / 서울(A),2R , 서울(A)
18,최우진,대기,14,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,인천,2R / 서울(A),2R , 서울(A)
19,민성준,대기,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,인천,2R / 서울(A),2R , 서울(A)
20,제르소,대기,11,28,0,0,2,2,0,0,1,1,0,0,0,0,0,0,9,8,0,5,4,3,3,1,1,3,2,0,0,6,6,0,0,5,5,4,3,1,0,1,1,1,0,3,1,1,0,1,4,1,0,0,1,0,0,2024,하나은행 K리그1,인천,2R / 서울(A),2R , 서울(A)
1,이범수,GK,25,99,0,0,0,0,0,0,0,0,0,3,0,0,0,0,23,18,0,19,14,0,0,4,4,0,0,23,18,0,0,15,10,5,5,3,3,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,2,0,0,2024,하나은행 K리그1,인천,3R / 울산(A),3R , 울산(A)
2,요니치,DF,82,99,0,0,0,0,0,0,0,0,0,2,0,0,0,0,52,46,0,27,21,4,4,21,21,0,0,26,26,26,20,3,1,29,28,20,17,0,0,2,2,4,3,1,0,10,4,3,8,3,0,0,0,0,0,2024,하나은행 K리그1,인천,3R / 울산(A),3R , 울산(A)
3,김연수,DF,3,99,0,0,0,0,0,0,0,0,0,1,0,0,1,1,46,40,1,27,21,9,9,10,10,3,3,13,10,30,27,4,3,21,19,21,18,0,0,2,1,4,2,2,1,9,3,2,3,6,0,3,0,0,0,2024,하나은행 K리그1,인천,3R / 울산(A),3R , 울산(A)
4,오반석,DF,4,99,0,0,1,0,0,1,1,0,0,3,0,0,0,0,39,36,0,20,17,8,8,11,11,3,3,14,14,22,19,6,4,14,13,19,19,1,0,0,0,4,4,1,1,6,2,2,7,1,0,0,0,0,0,2024,하나은행 K리그1,인천,3R / 울산(A),3R , 울산(A)
5,홍시후,MF,37,99,0,0,0,0,0,0,0,0,0,0,0,9,1,0,40,33,0,14,8,11,11,15,14,6,5,14,11,20,17,2,2,4,3,34,28,0,0,1,1,1,1,2,1,3,3,0,5,1,0,1,0,0,0,2024,하나은행 K리그1,인천,3R / 울산(A),3R , 울산(A)
6,정동윤,MF,23,99,0,0,0,0,0,0,0,0,0,0,0,3,0,0,25,21,0,7,4,13,13,5,4,6,6,5,4,14,11,1,1,11,9,13,11,0,0,1,0,4,3,1,0,3,1,3,2,2,2,1,3,0,0,2024,하나은행 K리그1,인천,3R / 울산(A),3R , 울산(A)
7,이명주,MF,5,99,0,0,0,0,0,0,0,0,0,3,1,0,0,0,49,46,0,16,13,11,11,22,22,6,5,12,11,31,30,1,0,14,14,34,32,3,0,0,0,1,0,1,0,2,1,1,7,0,0,3,2,0,0,2024,하나은행 K리그1,인천,3R / 울산(A),3R , 울산(A)
8,김현서,MF,33,42,0,0,1,0,1,0,1,0,0,0,0,0,0,0,18,14,0,7,4,4,4,7,6,2,1,4,3,12,10,1,0,4,4,13,10,0,0,0,0,1,1,4,3,0,0,2,2,1,0,2,0,0,0,2024,하나은행 K리그1,인천,3R / 울산(A),3R , 울산(A)
9,무고사,FW,9,99,2,0,6,4,1,1,5,1,0,0,0,0,0,0,19,14,1,8,4,4,4,7,6,5,4,2,2,12,8,2,1,7,6,10,7,1,0,0,0,3,2,0,0,0,0,1,7,0,1,1,1,0,0,2024,하나은행 K리그1,인천,3R / 울산(A),3R , 울산(A)
